Title,Year Released,Media Type,Movie Duration,Audience Rating,Audience Vote Count,Metacritic Score,Plot Description
141. Class,2023–,TV SERIES,NA,6.3,4K,NA,What happens when three kids from the other side of the track join a posh international Delhi school? CLASS follows the dramatic dynamics of this upmarket school and the tumultuous events that follow.
142. Veer-Zaara,2004,MOVIE,3h 12m,7.8,58K,67,"""Veer-Zaara"" is a saga of love, separation, courage, and sacrifice. A love story that is an inspiration and will remain a legend forever."
143. Chup,2022,MOVIE,2h 15m,7.5,25K,NA,A lonesome florist with a new-found love interest and a psychopath killer who targets film critics in Mumbai. Are the two related? Inspector Arvind Mathur and Dr. Zenobia are about to find out.
144. Crakk: Jeetega... Toh Jiyegaa,2024,MOVIE,2h 34m,4.8,6.2K,NA,The journey of a man from the slums of Mumbai to the world of underground extreme sports.
145. Indian Police Force,2024–,TV SERIES,NA,5.1,58K,NA,"Delhi Police Officer Kabir Malik battles an insidious adversary, Zarar, who has chosen the path of terrorism. The show unfolds a thrilling chase, capturing the relentless pursuit of justice and the sacrifices made in the line of duty."
146. Ghajini,2008,MOVIE,3h 6m,7.3,67K,NA,A short-term memory loss patient goes on a killing spree in order to avenge the death of his ladylove.
147. Porus,2017–2021,TV SERIES,NA,7.8,755,NA,It is the story of Indian warrior Porus and his life especially the Battle of the Hydaspes with the Great Alexander.
148. Bhediya,2022,MOVIE,2h 36m,6.7,25K,NA,"Set in the forests of Arunachal, Bhediya is a story of Bhaskar, a man who gets bitten by a wolf, and begins to transform into the creature. As Bhaskar and his buddies try to find answers, a bunch of twists, turns, and laughs ensue."
149. Brahmastra Part One: Shiva,2022,MOVIE,2h 47m,5.6,112K,57,"A DJ with superpowers and his ladylove embark on a mission to protect the Brahmastra, a weapon of enormous energy, from dark forces closing in on them."
150. Delhi Crime,2019–,TV SERIES,NA,8.5,26K,NA,"Based on the Nirbhaya case, Delhi Crime follows the Delhi Police investigation into the finding of the men who perpetrated this crime."
151. K.G.F: Chapter 1,2018,MOVIE,2h 34m,8.2,100K,NA,"In the 1970s, a gangster named Rocky goes undercover as a slave to assassinate the owner of a notorious gold mine known as the Kolar Gold Fields."
152. Dilwale Dulhania Le Jayenge,1995,MOVIE,3h 1m,8.0,78K,NA,"When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt."
153. The Other Side of the Door,2016,MOVIE,1h 36m,5.3,19K,41,"After her young son is killed in a tragic accident, a woman learns of a ritual which will bring him back to say goodbye, but when she disobeys a sacred warning, she upsets the balance between life and death."
154. Hatim,2003–2004,TV SERIES,NA,8.6,2.3K,NA,"Hatim embarks on a mission to solve seven riddles in seven months to destroy the emperor of evil sorcerers named Dajjal, who is terrorizing the world. He travels to unknown lands with strange people and faces various struggles on the way."
155. The Great Indian Kapil Show,2024–,TV SERIES,NA,6.7,25K,NA,"Comedian Kapil Sharma hosts this laugh-out-loud variety talk show with celebrity guests, hilarious antics and his signature supporting cast."
156. The Second Best Exotic Marigold Hotel,2015,MOVIE,2h 2m,6.5,36K,51,"As the Best Exotic Marigold Hotel has only a single remaining vacancy, posing a rooming predicament for two fresh arrivals, Sonny Kapoor (Dev Patel) pursues his expansionist dream of opening a second hotel."
157. Crimes Aaj Kal,2023–,TV SERIES,NA,7.6,128,NA,"An exploration of the incidents where youth - whether victims or perpetrators - have entered a ""dead end"" by giving wings to their feelings of hatred, anger, jealousy and greed, and their desire for instant gratification."
158. Khufiya,2023,MOVIE,2h 37m,6.1,7.3K,NA,"Krishna Mehra is an operative at Indian spy agency known as R&AW. She is assigned to track down the mole selling India's defense secrets, while all along grappling with her dual identity as a spy and a lover."
"159. Saas, Bahu Aur Flamingo",2023–,TV SERIES,NA,7.7,10K,NA,"Savitri, the matriarch of a massive cartel in the lawless Borderlands, opens up a battle for succession to find her heir in a murky world of drugs and violence."
160. Good Newwz,2019,MOVIE,2h 14m,6.8,22K,NA,Two couples with the same surname pursue in-vitro fertilization and wait for their upcoming babies. Trouble ensues when they find that the sperms of each couple have been mixed with each other.
161. The Lunchbox,2013,MOVIE,1h 44m,7.8,61K,76,A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.
162. Aashram,2020–2024,TV SERIES,NA,6.6,58K,NA,"A duplicitous, aashram based, Indian Godman's good deeds serve activities criminal and unholy, such as rapes, murders, drugs, vote bank politics and forced male emasculation. The law and a few crusaders investigate to bring him to account."
163. Tiger 3,2023,MOVIE,2h 35m,5.7,54K,NA,Tiger and Zoya are back - to save the country and their family. This time it's personal.
164. Apurva,2023,MOVIE,1h 35m,6.1,2.3K,NA,"Apurva, a female protagonist, outwits an infamous gang of Chambal dacoits."
165. The Broken News,2022–,TV SERIES,NA,7.6,1.6K,NA,News channels Awaaz Bharati News and Josh 24/7 have opposing principles that lead to a fierce rivalry. The dynamic journalists attempt to balance their lives while facing an uncertain future.
166. Badla,2019,MOVIE,1h 58m,7.8,31K,NA,A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.
167. Sunflower,2021–,TV SERIES,NA,7.4,24K,NA,A quirky murder mystery based in a housing society called Sunflower. Its simpleton resident Sonu dives headlong into a murder mystery and becomes the chief suspect. What happens next?
168. The Freelancer,2023–,TV SERIES,NA,8.1,6.8K,NA,"Based on the book 'A Ticket To Syria', Avinash Kamath, an ex-cop turned mercenary, takes up the daunting task of rescuing Aliya, a newly married girl trapped in war-torn Syria against the backdrop of growing ISIS terrorism."
169. Sandeep Bhaiya,2023,TV SERIES,NA,9.1,75K,NA,A tiffin service provider finds a mentor in a failed UPSC aspirant who inspires her to become an IFS.
170. Devara Part 1,2024,MOVIE,NA,NA,NA,NA,"An epic action saga set against coastal lands, which briefs about rip-roaring ,emotionally charged incidents in the periodic timeline, also comprises the titular protagonist being the rescuer to deprived and fear to evildoers."
171. Rockstar,2011,MOVIE,2h 39m,7.7,50K,NA,"Janardhan Jakhar chases his dreams of becoming a big Rock star, during which he falls in love with Heer."
172. Mohabbatein,2000,MOVIE,3h 36m,7.0,34K,NA,"A film about the battle between love and fear, between two stubborn men and their opposing beliefs and the outcome of the love stories of 3 couples."
173. Chennai Express,2013,MOVIE,2h 21m,6.2,64K,45,A man travelling to Rameswaram via Chennai express for his late grandfather's ashes immersion finds himself in trouble after helping a don's daughter and her cousins board the train.
174. Asoka,2001,MOVIE,3h,6.4,15K,NA,The epic tale of King Asoka's life is recounted.
175. Agra,2023,MOVIE,2h 12m,6.4,607,NA,A family and an exploration of space in an increasingly crowded world. It follows the quest for a sexual odyssey of an individual.
176. Rab Ne Bana Di Jodi,2008,MOVIE,2h 47m,7.2,54K,NA,"A breathtaking, goose flesh igniting, awe inspiring love journey of an ordinary man Suri and his 'total opposite' love Taani."
177. Kesariya Balam Aavo Hamare Des,2009–2011,TV SERIES,NA,8.8,48,NA,"The story of a poor Rajput girl, Rukmini who struggles through life and fights with her destiny."
178. Street Fighter: The Legend of Chun-Li,2009,MOVIE,1h 36m,3.7,25K,17,"When a child, Chun-Li sees her father being captured by wealthy gangster Bison. When she grows up, she goes into a quest for justice and bring down the criminal organization Shadaloo which is led by Bison."
179. Very Parivarik,2024–,TV SERIES,NA,8.7,9.1K,NA,A modern-day couple who manages to adjust to their parents.
180. Sanju,2018,MOVIE,2h 35m,7.6,62K,NA,"Biopic of the controversial life of actor Sanjay Dutt: his film career, jail sentence, and personal life."
181. Gandii Baat,2018–2023,TV SERIES,NA,3.4,3K,NA,"Scintillating stories of murder mysteries all under the genre of erotic thriller. With characters bordering on the psychopath tendencies, the stories this season dwell upon the plethora of emotions that prompt crimes of passion."
182. 24: India,2013–2016,TV SERIES,NA,8.1,3.2K,NA,This thriller series focuses on an anti-terrorist unit agent named Jai Singh Rathod who has twenty-four hours to save the country from a major terrorist attack.
183. Dahaad,2023–,TV SERIES,NA,7.6,14K,NA,"Sub-inspector Anjali Bhaati investigates a series of deaths where women are found in public bathrooms. The deaths first appear as suicides but as the investigation progresses, Bhaati realizes that there's a serial killer on the loose."
184. Flames,2018–2023,TV SERIES,NA,8.9,33K,NA,A teenage romance from The Timeliners that aims straight from the heart. This web-series is the story of a young romance unfolding as a chemical reaction.
185. Gumraah,2023,MOVIE,2h 10m,6.5,6.1K,NA,The murder investigation of a young man takes an unexpected turn when the cops discover that the prime suspect has a lookalike.
186. OMG 2,2023,MOVIE,2h 36m,7.5,43K,NA,An unhappy civilian asks the court to mandate comprehensive education in schools in a dramatic yet amusing courtroom play.
187. Criminal Justice,2019–,TV SERIES,NA,8.1,20K,NA,"Sex, drugs and a gruesome murder. An edgy one night stand turns into a nightmare for Aditya, when he wakes up with blood on his hands. The evidence is stacked against him, but he doesn't remember the grisly crime. Is he guilty or not ?"
188. Million Dollar Arm,2014,MOVIE,2h 4m,7.0,48K,56,A sports agent stages an unconventional recruitment strategy to get talented Indian cricket players to play Major League Baseball.
189. Uri: The Surgical Strike,2019,MOVIE,2h 18m,8.2,73K,NA,"Indian army special forces execute a covert operation, avenging the killing of fellow army men at their base by a terrorist group."
190. Dil Chahta Hai,2001,MOVIE,3h 3m,8.1,76K,NA,"Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension."
191. 8 A.M. Metro,2023,MOVIE,1h 56m,7.5,859,NA,"Two strangers inadvertently bump into each other in the metro and strike up an unlikely friendship, and in the process find themselves and each other."
192. Main Hoon Na,2004,MOVIE,3h 2m,7.0,41K,NA,"An army major goes undercover as a college student. His mission is both professional and personal: to protect his general's daughter from a radical militant, and to find his estranged half-brother."
193. Maharani,2021–,TV SERIES,NA,7.9,9.7K,NA,"Explore the world of Bihar politics as Rani faces unjust imprisonment for 3 years, while Navin Kumar assumes the CM position. Following Bheema's death, the blame falls on Rani and a chilling narrative of vengeance begins in the new season."
194. A Wednesday,2008,MOVIE,1h 44m,8.1,83K,NA,A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday.
195. Hostel Daze,2019–2023,TV SERIES,NA,8.5,21K,NA,Through the adventures of four friends 'Hostel Daze' captures what goes inside an engineering hostel in India.
196. Harom Hara,2024,MOVIE,2h 34m,8.9,2.2K,NA,"Man loses job, faces financial ruin. Desperate, he enters illegal arms trade, eventually becoming South India's most notorious arms lord as his involvement deepens."
197. Jab We Met,2007,MOVIE,2h 18m,7.9,59K,NA,A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman.
198. Loop 11:47,2024,TV SERIES,NA,8.7,89,NA,"Three friends escape mundane routines when they discover a mysterious lake trapping them in a time loop, facing new challenges that test their resilience."
199. Tera Kya Hoga Lovely,2022,MOVIE,2h 24m,6.4,339,NA,"A comedy of errors that traverses through the hinterlands of Haryana unfolding crazy dynamics, relationships and eccentricities that occur between family, friends, lovers, and even cops!."
200. Mismatched,2020–,TV SERIES,NA,5.9,6.1K,NA,The movie will be a romantic film featuring two people who are not right for each other. The story is about Prajakta's character who is a tech wizard and the guy who is interested in her.
201. Zindagi Na Milegi Dobara,2011,MOVIE,2h 35m,8.2,87K,NA,Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.
202. An Action Hero,2022,MOVIE,2h 10m,7.0,32K,NA,"A murder accusation turns a movie star's own life into an eccentric action thriller as he flees the country, with a vengeful politician hot on his heels."
203. Baby John,2024,MOVIE,NA,NA,NA,NA,Revolve around a DCP who transforms and travels to different place in order to safeguard his family.
204. Thangalaan,2024,MOVIE,NA,NA,NA,NA,"Based on the true events that revolve around the lives of mine workers in the Kolar Gold Fields, Karnataka."
205. Bajrangi Bhaijaan,2015,MOVIE,2h 43m,8.1,99K,NA,An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.
206. Vadh,2022,MOVIE,1h 50m,7.2,6.3K,NA,"After their son moves to USA, a middle-class married couple is relentlessly harassed by a loan shark."
207. Kabhi Khushi Kabhie Gham...,2001,MOVIE,3h 30m,7.4,57K,NA,"After marrying a poor woman, rich Rahul is disowned by his father and moves to London to build a new life. Years later, his now-grown younger brother Rohan embarks on a mission to bring Rahul back home and reunite the family."
208. Mimi,2021,MOVIE,2h 12m,7.8,44K,NA,Mimi is introduced by Bhanu to an American couple as a surrogate in exchange for Rs 2 million. She decides to have the baby even when they change their mind and tells her parent that Bhanu is the father.
209. Agneepath,2012,MOVIE,2h 54m,6.9,27K,NA,A young boy's father is lynched before his eyes; fifteen years later he returns home for revenge.
210. Kamasutra 3D,2013,MOVIE,1h 50m,5.9,859,NA,A young and beautiful Indian princess sets out on a voyage in search of her husband.
211. Jigarthanda Double X,2023,MOVIE,2h 52m,8.0,9.6K,NA,"In 1975, a filmmaker agrees to collaborate on a film with a gangster who wishes to become a famous actor."
